customer_key,customer_number,customer_name,customer_age,age_group,customer_segment,total_order,recency,avg_order_value,avg_monthly_spen,total_product,total_sales,total_quantity,lifespan
7002,AW00018001,Ross Suri,56,above_50,New,3,141,10,31,3,31,3,0
11495,AW00022494,Jon Andersen,56,above_50,New,1,149,5,5,1,5,1,0
6367,AW00017366,Devin Harris,51,above_50,New,2,149,20,40,2,40,2,0
10936,AW00021935,Victoria Simmons,55,above_50,New,3,139,13,39,3,39,3,0
2335,AW00013334,Melanie Rivera,79,above_50,New,4,144,18,72,4,72,4,0
11929,AW00022928,Natalie Nelson,56,above_50,New,2,146,29,59,2,59,2,0
15229,AW00026228,Carolyn Perez,47,40_49,New,1,142,1701,1701,1,1701,1,0
181,AW00011180,April Anand,77,above_50,New,6,142,23,23.0000000000000000,6,138,6,6
8596,AW00019595,Carl Raji,56,above_50,VIP,6,148,1015,320.7368421052631579,6,6094,6,19
6183,AW00017182,Jessica Patterson,61,above_50,VIP,5,142,1390,434.4375000000000000,5,6951,5,16
5471,AW00016470,Wesley Guo,44,40_49,Regular,3,147,1007,215.7857142857142857,3,3021,3,14
4932,AW00015931,Micah Xu,65,above_50,New,7,144,766,536.2000000000000000,7,5362,7,10
2478,AW00013477,Katherine Wood,65,above_50,Regular,3,145,1504,347.0769230769230769,3,4512,3,13
16316,AW00027315,James Mitchell,74,above_50,New,3,139,23,69,3,69,3,0
9855,AW00020854,Kara Raji,51,above_50,Regular,3,143,646,161.5000000000000000,3,1938,3,12
4479,AW00015478,Melanie Russell,48,40_49,New,9,144,20,30.5000000000000000,9,183,9,6
13035,AW00024034,Pedro Ruiz,49,40_49,New,4,146,300,1203,4,1203,4,0
160,AW00011159,Brianna Hughes,44,40_49,New,5,141,9,48.0000000000000000,5,48,5,1
8893,AW00019892,Richard Campbell,67,above_50,New,2,147,577,1155,2,1155,2,0
8283,AW00019282,Hailey Wood,45,40_49,Regular,5,140,504,140.0555555555555556,5,2521,5,18
2600,AW00013599,Valerie Zhu,63,above_50,New,5,142,10,12.7500000000000000,5,51,5,4
15065,AW00026064,Logan Scott,55,above_50,New,2,145,24,49,2,49,2,0
16652,AW00027651,Jeremy Murphy,64,above_50,VIP,4,141,1505,182.4545454545454545,4,6021,4,33
6142,AW00017141,Makayla Rogers,72,above_50,New,3,140,792,2377,3,2377,3,0
7778,AW00018777,Richard Clark,45,40_49,New,2,149,14,29,2,29,2,0
3254,AW00014253,Eduardo Scott,76,above_50,Regular,6,146,565,282.8333333333333333,6,3394,6,12
3830,AW00014829,Gina Vazquez,42,40_49,New,3,146,30,91,3,91,3,0
2643,AW00013642,Cassie Nara,49,40_49,New,3,147,26,80,3,80,3,0
966,AW00011965,Katie She,63,above_50,New,6,140,19,13.1111111111111111,6,118,6,9
8336,AW00019335,Cedric Ye,55,above_50,New,3,151,652,489.2500000000000000,3,1957,3,4
13626,AW00024625,Yolanda Nath,81,above_50,New,2,142,7,14,2,14,2,0
3804,AW00014803,Stacy Martin,55,above_50,Regular,3,141,1451,181.4583333333333333,3,4355,3,24
17975,AW00028974,Kelly Hayes,80,above_50,New,1,142,25,25,1,25,1,0
17610,AW00028609,Jose Harris,63,above_50,New,3,142,21,64,3,64,3,0
6091,AW00017090,Leslie Alvarez,47,40_49,New,3,142,21,65,3,65,3,0
2288,AW00013287,Brandon Rodriguez,56,above_50,Regular,2,147,2381,317.5333333333333333,2,4763,2,15
5172,AW00016171,Bruce Ruiz,53,above_50,New,5,147,20,104.0000000000000000,5,104,5,1
9598,AW00020597,Carly Beck,72,above_50,New,4,146,30,120,4,120,4,0
17480,AW00028479,Marvin Gomez,39,30_39,New,3,148,277,831,3,831,3,0
5425,AW00016424,Brandi Diaz,53,above_50,New,4,142,1434,521.7272727272727273,4,5739,4,11
12989,AW00023988,Cesar S├ínchez,78,above_50,New,3,146,393,1179,3,1179,3,0
17860,AW00028859,Micah Cai,53,above_50,Regular,3,146,1451,189.3478260869565217,3,4355,3,23
10679,AW00021678,Alvin Tang,48,40_49,New,3,149,14,43,3,43,3,0
9256,AW00020255,Stephanie Russell,49,40_49,New,2,150,37,75,2,75,2,0
15284,AW00026283,Jeremiah Diaz,41,40_49,Regular,4,140,842,153.2272727272727273,4,3371,4,22
4332,AW00015331,Jacob Taylor,65,above_50,New,2,148,3,7,2,7,2,0
1662,AW00012661,Deborah Pal,72,above_50,New,3,148,16,50,3,50,3,0
14731,AW00025730,Isabelle Simmons,60,above_50,New,3,147,823,2469,3,2469,3,0
12601,AW00023600,Peter Sharma,63,above_50,New,2,149,3,6,2,6,2,0
10077,AW00021076,Terrence Nath,55,above_50,New,1,141,5,5,1,5,1,0
13292,AW00024291,Eduardo Garcia,45,40_49,New,1,140,540,540,1,540,1,0
13888,AW00024887,Micah Sun,39,30_39,Regular,5,149,443,184.8333333333333333,5,2218,5,12
17021,AW00028020,Lucas Griffin,68,above_50,New,2,147,20,40,2,40,2,0
9601,AW00020600,Dennis Hu,39,30_39,VIP,3,145,2018,302.8000000000000000,3,6056,3,20
6280,AW00017279,Tanya Alvarez,51,above_50,VIP,2,148,3010,250.8750000000000000,2,6021,2,24
13444,AW00024443,Edgar Suri,68,above_50,New,2,139,17,35,2,35,2,0
12759,AW00023758,Virginia Malhotra,46,40_49,New,2,150,877,1755,2,1755,2,0
11484,AW00022483,Lee Ramos,43,40_49,New,4,140,27,110,4,110,4,0
4453,AW00015452,Alison Goel,61,above_50,New,1,149,25,25,1,25,1,0
18473,AW00029472,Lacey Sharma,59,above_50,New,3,143,29,89,3,89,3,0
16855,AW00027854,Marc Rubio,78,above_50,New,2,140,375,750,2,750,2,0
6401,AW00017400,Emily Wilson,63,above_50,New,4,143,583,2332,4,2332,4,0
3380,AW00014379,Richard Foster,76,above_50,New,4,146,463,231.7500000000000000,4,1854,4,8
10252,AW00021251,Erika Dominguez,40,40_49,New,4,144,47,191,4,191,4,0
332,AW00011331,Samantha Jenkins,51,above_50,New,58,138,22,120.6363636363636364,58,1327,58,11
17327,AW00028326,Carla Lopez,50,above_50,New,4,150,610,2442,4,2442,4,0
6538,AW00017537,Courtney Mitchell,54,above_50,New,1,141,2320,2320,1,2320,1,0
9086,AW00020085,Jessica Moore,65,above_50,New,6,144,12,38.5000000000000000,6,77,6,2
5511,AW00016510,Brad Nara,77,above_50,New,2,148,13,27,2,27,2,0
12620,AW00023619,Ricardo Tang,61,above_50,New,4,143,201,806,4,806,4,0
13280,AW00024279,Angel Nelson,66,above_50,New,3,139,26,79,3,79,3,0
12222,AW00023221,Leonard Rai,42,40_49,New,2,145,19,39,2,39,2,0
6175,AW00017174,Angelica Wood,67,above_50,New,1,146,5,5,1,5,1,0
11577,AW00022576,Tony Xu,39,30_39,Regular,2,146,1361,209.3846153846153846,2,2722,2,13
3366,AW00014365,Evan Ward,46,40_49,New,3,145,601,180.4000000000000000,3,1804,3,10
13466,AW00024465,Tara Andersen,59,above_50,New,3,146,1118,559.3333333333333333,3,3356,3,6
12256,AW00023255,Xavier Johnson,54,above_50,New,2,150,20,40,2,40,2,0
9530,AW00020529,Destiny Jackson,69,above_50,New,2,145,587,1174,2,1174,2,0
11509,AW00022508,Jon Huang,54,above_50,New,2,141,399,799,2,799,2,0
12530,AW00023529,Kendra Munoz,53,above_50,New,3,149,1205,602.8333333333333333,3,3617,3,6
18094,AW00029093,Erik Blanco,67,above_50,New,2,144,14,28,2,28,2,0
8226,AW00019225,Jeremy Watson,62,above_50,New,3,151,406,1219,3,1219,3,0
12675,AW00023674,Jeremiah Walker,80,above_50,New,3,140,23,70,3,70,3,0
7706,AW00018705,Karl Goel,52,above_50,New,3,144,19,29.5000000000000000,3,59,3,2
1256,AW00012255,Robyn Alvarez,47,40_49,VIP,3,145,1961,217.8888888888888889,3,5883,3,27
16100,AW00027099,Zachary Williams,49,40_49,New,1,158,783,783,1,783,1,0
10119,AW00021118,Lisa Hu,44,40_49,New,2,145,17,35,2,35,2,0
14424,AW00025423,Jake Zhou,48,40_49,New,4,146,619,2478,4,2478,4,0
11067,AW00022066,Paula Munoz,43,40_49,New,1,148,540,540,1,540,1,0
9821,AW00020820,Kathleen Rubio,40,40_49,Regular,4,149,1035,276.2000000000000000,4,4143,4,15
11051,AW00022050,Richard Bailey,52,above_50,Regular,5,146,832,154.0740740740740741,5,4160,5,27
10619,AW00021618,Elijah Carter,48,40_49,New,3,150,870,1305.5000000000000000,3,2611,3,2
2156,AW00013155,Jay Gutierrez,75,above_50,New,6,139,37,25.2222222222222222,6,227,6,9
4183,AW00015182,Deanna Srini,58,above_50,Regular,2,141,2195,365.9166666666666667,2,4391,2,12
4941,AW00015940,Jack Bryant,54,above_50,New,2,149,3,7,2,7,2,0
7818,AW00018817,Brittany Russell,40,40_49,New,3,139,785,2357,3,2357,3,0
5871,AW00016870,Andrea Morgan,64,above_50,New,6,146,24,37.2500000000000000,6,149,6,4
17983,AW00028982,Sydney Watson,78,above_50,New,2,147,13,27,2,27,2,0
12975,AW00023974,Susan Huang,61,above_50,New,3,140,12,36,3,36,3,0
11611,AW00022610,Brent Chen,49,40_49,New,2,146,287,575,2,575,2,0
8575,AW00019574,Michele Ramos,54,above_50,New,6,147,16,96,6,96,6,0
6139,AW00017138,Melanie Jenkins,68,above_50,New,2,149,30,60,2,60,2,0
13869,AW00024868,Darryl Hu,68,above_50,New,5,145,500,2501,5,2501,5,0
9581,AW00020580,Ernest Huang,62,above_50,New,3,149,12,37,3,37,3,0
10239,AW00021238,Carl Tang,39,30_39,New,5,139,7,4.3333333333333333,5,39,5,9
1849,AW00012848,Brittney Lu,55,above_50,New,4,146,18,74,4,74,4,0
4889,AW00015888,Amanda Richardson,73,above_50,New,4,143,794,353.2222222222222222,4,3179,4,9
11663,AW00022662,Tyrone Carlson,56,above_50,New,1,141,5,5,1,5,1,0
9837,AW00020836,Stanley Chandra,49,40_49,Regular,3,144,646,161.5000000000000000,3,1938,3,12
10271,AW00021270,Daniel Jackson,52,above_50,New,3,145,26,79,3,79,3,0
17652,AW00028651,Lauren Brown,50,above_50,New,1,171,3578,3578,1,3578,1,0
9694,AW00020693,Zachary Perry,54,above_50,New,2,143,577,1155,2,1155,2,0
9408,AW00020407,Kristopher Vance,60,above_50,New,1,144,5,5,1,5,1,0
8353,AW00019352,Arturo Chen,56,above_50,New,2,148,7,14,2,14,2,0
18093,AW00029092,Jessie Ma,56,above_50,New,2,146,3,6,2,6,2,0
2367,AW00013366,Austin Davis,68,above_50,New,4,145,1187,4749.0000000000000000,4,4749,4,1
9150,AW00020149,Heidi Arun,77,above_50,Regular,5,144,633,113.0357142857142857,5,3165,5,28
3182,AW00014181,Adriana Chandra,73,above_50,VIP,5,145,1665,378.4545454545454545,5,8326,5,22
5032,AW00016031,Ian Allen,72,above_50,Regular,2,140,1875,312.5000000000000000,2,3750,2,12
15665,AW00026664,Amy Zhu,52,above_50,New,2,148,62,124,2,124,2,0
4602,AW00015601,Naomi Moreno,46,40_49,New,4,142,1107,443.0000000000000000,4,4430,4,10
2524,AW00013523,Adrienne Ruiz,43,40_49,New,4,145,16,67.0000000000000000,4,67,4,1
13112,AW00024111,Cameron Long,42,40_49,New,1,144,5,5,1,5,1,0
651,AW00011650,Caleb Hayes,50,above_50,New,4,140,32,12.9000000000000000,4,129,4,10
9159,AW00020158,Rodney Blanco,40,40_49,Regular,3,150,1384,276.8666666666666667,3,4153,3,15
4521,AW00015520,Desiree Navarro,54,above_50,Regular,4,140,402,94.7647058823529412,4,1611,4,17
3176,AW00014175,Cynthia Mehta,74,above_50,New,7,139,20,36.2500000000000000,7,145,7,4
5775,AW00016774,Eduardo Perry,42,40_49,New,2,146,27,55,2,55,2,0
6009,AW00017008,Connor Turner,51,above_50,New,2,141,1158,2317,2,2317,2,0
2958,AW00013957,Meredith Munoz,46,40_49,VIP,5,140,1129,332.0588235294117647,5,5645,5,17
15750,AW00026749,Rafael Sun,53,above_50,New,2,150,661,264.6000000000000000,2,1323,2,5
14178,AW00025177,Alberto Gomez,47,40_49,New,3,138,12,37,3,37,3,0
12012,AW00023011,Isaiah Rivera,41,40_49,New,2,145,7,15,2,15,2,0
3131,AW00014130,Rebekah Serrano,40,40_49,New,5,147,762,476.7500000000000000,5,3814,5,8
13123,AW00024122,Michele Blanco,43,40_49,New,1,142,5,5,1,5,1,0
18239,AW00029238,Xavier Powell,56,above_50,Regular,5,143,879,169.1538461538461538,5,4398,5,26
16841,AW00027840,John Johnson,41,40_49,New,3,146,16,49,3,49,3,0
11189,AW00022188,Sarah Barnes,41,40_49,New,3,140,393,1179,3,1179,3,0
9546,AW00020545,Vanessa Butler,67,above_50,New,5,144,508,2542,5,2542,5,0
10550,AW00021549,Jerome Ruiz,61,above_50,New,4,149,24,99,4,99,4,0
13923,AW00024922,Naomi Jimenez,49,40_49,New,3,146,715,214.5000000000000000,3,2145,3,10
17134,AW00028133,Willie Huang,63,above_50,New,2,140,287,575,2,575,2,0
7016,AW00018015,Haley Edwards,55,above_50,New,3,141,12,37,3,37,3,0
686,AW00011685,Jose Griffin,55,above_50,New,5,140,22,12.3333333333333333,5,111,5,9
1005,AW00012004,Jarrod Suri,50,above_50,VIP,4,144,2028,386.3809523809523810,4,8114,4,21
17371,AW00028370,Eddie Gutierrez,52,above_50,New,5,142,127,639,5,639,5,0
15528,AW00026527,Oscar Hayes,61,above_50,New,3,144,9,29,3,29,3,0
8012,AW00019011,Maria Cook,69,above_50,New,2,145,39,79,2,79,2,0
5692,AW00016691,Paula Romero,53,above_50,Regular,4,149,1117,186.2916666666666667,4,4471,4,24
9987,AW00020986,Brandi Blanco,42,40_49,New,2,142,3,7,2,7,2,0
839,AW00011838,Justin Rodriguez,55,above_50,New,6,143,22,67.5000000000000000,6,135,6,2
14942,AW00025941,Molly Perez,68,above_50,Regular,5,140,251,54.5652173913043478,5,1255,5,23
1518,AW00012517,Alexa Watson,42,40_49,New,1,142,9,9,1,9,1,0
12396,AW00023395,Ryan Martinez,53,above_50,New,3,143,184,554,3,554,3,0
1751,AW00012750,Teresa Vazquez,49,40_49,VIP,6,141,1082,270.5000000000000000,6,6492,6,24
4690,AW00015689,Stacey Wang,75,above_50,New,1,147,35,35,1,35,1,0
6485,AW00017484,Armando Carlson,65,above_50,New,3,148,42,127.0000000000000000,3,127,3,1
16919,AW00027918,Samantha Ross,42,40_49,VIP,5,140,1199,181.7575757575757576,5,5998,5,33
11674,AW00022673,Andy Gill,56,above_50,New,4,143,152,609,4,609,4,0
12880,AW00023879,Amber Gonzalez,54,above_50,New,3,148,21,64,3,64,3,0
9499,AW00020498,Miguel Phillips,75,above_50,New,2,144,6,13,2,13,2,0
11539,AW00022538,Bianca Wang,47,40_49,New,1,138,21,21,1,21,1,0
630,AW00011629,Isaiah Wright,49,40_49,VIP,4,148,1482,329.4444444444444444,4,5930,4,18
7463,AW00018462,Clarence Zhu,68,above_50,Regular,3,140,1584,163.8620689655172414,3,4752,3,29
8870,AW00019869,Carol Brooks,71,above_50,New,4,142,152,609,4,609,4,0
3556,AW00014555,Jodi Kumar,77,above_50,Regular,5,142,604,167.8333333333333333,5,3021,5,18
16029,AW00027028,Sarah Robinson,64,above_50,New,2,148,30,60,2,60,2,0
12846,AW00023845,Madeline Turner,50,above_50,New,4,141,152,608,4,608,4,0
10984,AW00021983,Glenn Liang,58,above_50,Regular,2,141,2072,218.1052631578947368,2,4144,2,19
8140,AW00019139,Oscar Simmons,42,40_49,New,1,147,70,70,1,70,1,0
2866,AW00013865,Mariah Foster,47,40_49,New,4,146,1133,453.4000000000000000,4,4534,4,10
7294,AW00018293,Austin Butler,60,above_50,New,5,150,14,74,5,74,5,0
13081,AW00024080,Billy Serrano,44,40_49,New,2,144,27,54,2,54,2,0
2669,AW00013668,Stanley Martinez,50,above_50,New,5,140,22,11.4000000000000000,5,114,5,10
15437,AW00026436,Briana Carlson,46,40_49,Regular,3,141,652,108.7222222222222222,3,1957,3,18
1503,AW00012502,Darren Sanchez,40,40_49,New,4,143,27,15.7142857142857143,4,110,4,7
4543,AW00015542,Andrea Baker,52,above_50,Regular,4,143,779,259.8333333333333333,4,3118,4,12
17530,AW00028529,Tara Chande,51,above_50,New,1,161,2049,2049,1,2049,1,0
13716,AW00024715,Kelli Nath,48,40_49,New,2,142,14,29,2,29,2,0
9212,AW00020211,Scott Rodgers,51,above_50,VIP,3,146,1777,280.6842105263157895,3,5333,3,19
12183,AW00023182,Savannah Rivera,48,40_49,New,3,139,12,37,3,37,3,0
5266,AW00016265,Julie Goel,42,40_49,New,2,142,13,27,2,27,2,0
15894,AW00026893,Sharon Deng,44,40_49,New,2,144,30,60,2,60,2,0
6036,AW00017035,Jordan Flores,60,above_50,New,2,150,29,59,2,59,2,0
1908,AW00012907,Julia Bryant,48,40_49,New,2,149,71,142,2,142,2,0
15954,AW00026953,Roy Rubio,49,40_49,New,3,146,262,786,3,786,3,0
8592,AW00019591,Derek Raji,55,above_50,New,4,145,15,31.5000000000000000,4,63,4,2
7369,AW00018368,Austin Hughes,49,40_49,New,2,140,877,1755,2,1755,2,0
6463,AW00017462,Jesse Rogers,67,above_50,New,3,141,778,2335,3,2335,3,0
70,AW00011069,Carolyn Navarro,58,above_50,VIP,3,146,2701,324.1600000000000000,3,8104,3,25
12809,AW00023808,Spencer Perry,45,40_49,New,1,146,30,30,1,30,1,0
8461,AW00019460,Arthur Diaz,53,above_50,New,2,149,14,29,2,29,2,0
13966,AW00024965,Justin Hayes,72,above_50,New,3,146,24,72,3,72,3,0
9594,AW00020593,Joel Jordan,71,above_50,New,3,143,10,31,3,31,3,0
11757,AW00022756,Jon Nath,72,above_50,New,3,147,23,70,3,70,3,0
5286,AW00016285,Mindy Xie,53,above_50,New,5,139,15,77,5,77,5,0
4319,AW00015318,Grace Watson,72,above_50,New,2,140,20,40,2,40,2,0
4564,AW00015563,Luke Lopez,55,above_50,New,2,142,20,40,2,40,2,0
417,AW00011416,Katrina Becker,74,above_50,New,5,147,985,985.6000000000000000,5,4928,5,5
410,AW00011409,Jacqueline Hayes,46,40_49,New,5,150,888,2222.0000000000000000,5,4444,5,2
3313,AW00014312,Claudia Lin,59,above_50,New,4,144,47,38.2000000000000000,4,191,4,5
16789,AW00027788,Brent Lin,40,40_49,New,2,149,3,6,2,6,2,0
7365,AW00018364,Eduardo Gray,41,40_49,New,2,149,62,125,2,125,2,0
7219,AW00018218,Thomas Powell,44,40_49,VIP,2,151,3010,316.8947368421052632,2,6021,2,19
7259,AW00018258,Cassie Chander,46,40_49,New,4,141,11,11.5000000000000000,4,46,4,4
18208,AW00029207,Katelyn James,58,above_50,New,1,168,3578,3578,1,3578,1,0
6676,AW00017675,Rosa Li,62,above_50,New,2,141,62,125,2,125,2,0
1156,AW00012155,Gabriella Lopez,57,above_50,VIP,4,148,1482,370.6250000000000000,4,5930,4,16
755,AW00011754,Janet Ortega,49,40_49,VIP,5,144,1632,340.1250000000000000,5,8163,5,24
8937,AW00019936,Corey Luo,63,above_50,New,2,139,14,29,2,29,2,0
12549,AW00023548,Haley Morris,43,40_49,New,3,140,16,49,3,49,3,0
4847,AW00015846,Julian Flores,45,40_49,New,8,140,617,988.6000000000000000,8,4943,8,5
15221,AW00026220,Jonathan Harris,46,40_49,New,1,147,540,540,1,540,1,0
12452,AW00023451,Taylor James,62,above_50,New,2,147,17,35,2,35,2,0
438,AW00011437,Alfredo Moreno,70,above_50,New,1,140,54,54,1,54,1,0
13402,AW00024401,Douglas Rana,56,above_50,New,3,144,15,46,3,46,3,0
1450,AW00012449,Dylan Brown,61,above_50,New,3,146,784,2352,3,2352,3,0
5792,AW00016791,Leonard Yuan,72,above_50,New,3,147,576,1730,3,1730,3,0
143,AW00011142,Eduardo Patterson,42,40_49,New,36,139,27,89.0000000000000000,36,979,36,11
6233,AW00017232,Walter Jimenez,44,40_49,Regular,2,145,2173,161.0000000000000000,2,4347,2,27
546,AW00011545,Reginald Dominguez,51,above_50,New,1,145,54,54,1,54,1,0
7113,AW00018112,Sophia Gonzalez,68,above_50,New,3,146,21,64,3,64,3,0
5720,AW00016719,Trevor Russell,45,40_49,New,2,142,20,40,2,40,2,0
1282,AW00012281,Janelle Sanchez,44,40_49,New,7,148,738,469.9090909090909091,7,5169,7,11
17124,AW00028123,Daisy Ortega,45,40_49,New,1,142,5,5,1,5,1,0
6309,AW00017308,Deborah Kumar,52,above_50,VIP,2,145,3010,223.0000000000000000,2,6021,2,27
3758,AW00014757,Elizabeth Garcia,57,above_50,Regular,3,143,512,69.9090909090909091,3,1538,3,22
5568,AW00016567,Erick Lopez,50,above_50,VIP,5,141,1431,477.2666666666666667,5,7159,5,15
14470,AW00025469,Martha Wu,54,above_50,New,2,148,20,40,2,40,2,0
694,AW00011693,Hailey Diaz,49,40_49,New,1,150,2295,2295,1,2295,1,0
15049,AW00026048,Brad Oliver,64,above_50,New,4,144,47,191,4,191,4,0
1464,AW00012463,Todd Huang,51,above_50,New,7,146,743,472.8181818181818182,7,5201,7,11
14870,AW00025869,Lucas Parker,67,above_50,New,3,144,26,80,3,80,3,0
1600,AW00012599,Jillian Fernandez,54,above_50,New,8,144,706,513.5454545454545455,8,5649,8,11
4452,AW00015451,Linda Munoz,57,above_50,Regular,3,143,919,196.9285714285714286,3,2757,3,14
9681,AW00020680,Ashley Anderson,48,40_49,Regular,3,139,1073,178.8333333333333333,3,3219,3,18
17149,AW00028148,Jon Zhao,50,above_50,New,1,173,3578,3578,1,3578,1,0
894,AW00011893,Orlando Carlson,51,above_50,VIP,5,145,1624,369.2272727272727273,5,8123,5,22
13119,AW00024118,Donna Chande,42,40_49,New,2,138,3,7,2,7,2,0
13190,AW00024189,Andre Suri,60,above_50,New,2,143,587,1174,2,1174,2,0
4490,AW00015489,Emily Thompson,51,above_50,Regular,5,140,337,105.3125000000000000,5,1685,5,16
6242,AW00017241,Omar Chander,41,40_49,Regular,3,144,1460,151.1034482758620690,3,4382,3,29
15532,AW00026531,Jeremy Reed,50,above_50,New,2,147,13,27,2,27,2,0
14318,AW00025317,Erick Garcia,48,40_49,New,3,145,29,89,3,89,3,0
454,AW00011453,Stanley Malhotra,41,40_49,VIP,6,146,1362,355.5217391304347826,6,8177,6,23
3985,AW00014984,Regina Vance,41,40_49,VIP,7,139,957,231.0000000000000000,7,6699,7,29
18458,AW00029457,Cynthia Kapoor,41,40_49,New,3,143,252,756,3,756,3,0
13443,AW00024442,Briana Gutierrez,68,above_50,New,2,143,41,83,2,83,2,0
11518,AW00022517,Luis Adams,40,40_49,New,4,148,140,563,4,563,4,0
10258,AW00021257,Evelyn Subram,78,above_50,Regular,2,142,2072,207.2000000000000000,2,4144,2,20
5056,AW00016055,Ryan Lee,64,above_50,New,5,148,13,66,5,66,5,0
13945,AW00024944,Whitney Garcia,79,above_50,New,4,148,31,126,4,126,4,0
11022,AW00022021,Ethan White,42,40_49,New,3,141,8,24,3,24,3,0
7391,AW00018390,Blake Thompson,52,above_50,New,3,141,47,35.5000000000000000,3,142,3,4
17113,AW00028112,Savannah Evans,39,30_39,New,1,173,3578,3578,1,3578,1,0
4380,AW00015379,Amanda Griffin,56,above_50,Regular,5,144,636,227.4285714285714286,5,3184,5,14
6107,AW00017106,Gina Jim├®nez,48,40_49,New,4,142,18,73,4,73,4,0
10861,AW00021860,Jacquelyn Gill,66,above_50,New,1,144,5,5,1,5,1,0
1539,AW00012538,Paula Blanco,58,above_50,New,1,146,9,9,1,9,1,0
6714,AW00017713,David Johnson,63,above_50,New,3,148,23,70,3,70,3,0
16517,AW00027516,Charles Murphy,55,above_50,New,2,139,62,124,2,124,2,0
10348,AW00021347,Alisha Raji,80,above_50,New,1,138,5,5,1,5,1,0
7455,AW00018454,George Perez,42,40_49,New,2,150,34,69,2,69,2,0
2760,AW00013759,Jackson Scott,60,above_50,New,4,148,25,101,4,101,4,0
91,AW00011090,Trevor Bryant,56,above_50,VIP,6,141,1117,248.2592592592592593,6,6703,6,27
17118,AW00028117,Craig Vazquez,54,above_50,New,3,148,188,565,3,565,3,0
3716,AW00014715,Erik Munoz,43,40_49,New,3,142,10,31,3,31,3,0
12413,AW00023412,Dalton Coleman,51,above_50,New,5,150,717,512.2857142857142857,5,3586,5,7
7666,AW00018665,Olivia Brooks,62,above_50,New,3,144,22,68,3,68,3,0
7257,AW00018256,Gilbert Cai,54,above_50,New,4,142,24,16.5000000000000000,4,99,4,6
14714,AW00025713,Latasha Gill,40,40_49,Regular,5,141,257,46.0000000000000000,5,1288,5,28
8531,AW00019530,Lisa Liang,52,above_50,New,1,149,1120,1120,1,1120,1,0
17657,AW00028656,Lucas Murphy,50,above_50,New,1,167,3578,3578,1,3578,1,0
16095,AW00027094,Sean Kelly,39,30_39,New,1,155,2071,2071,1,2071,1,0
10613,AW00021612,Spencer Foster,52,above_50,New,2,145,7,15,2,15,2,0
4700,AW00015699,Jonathon Hernandez,66,above_50,VIP,8,144,871,366.8421052631578947,8,6970,8,19
2300,AW00013299,Vanessa Ross,58,above_50,Regular,6,147,805,345.3571428571428571,6,4835,6,14
5947,AW00016946,Teresa Diaz,81,above_50,Regular,4,139,767,170.6111111111111111,4,3071,4,18
1026,AW00012025,Logan Diaz,41,40_49,VIP,4,146,1477,328.3333333333333333,4,5910,4,18
3552,AW00014551,Michele Vance,82,above_50,New,4,140,28,112,4,112,4,0
8268,AW00019267,Marshall Raje,41,40_49,New,3,140,14,42,3,42,3,0
14833,AW00025832,Shawn Tang,48,40_49,Regular,5,142,370,80.4347826086956522,5,1850,5,23
14379,AW00025378,Gabriella Scott,48,40_49,New,3,150,13,39,3,39,3,0
11709,AW00022708,Anne Ruiz,45,40_49,New,3,143,29,89,3,89,3,0
17101,AW00028100,Kimberly Gray,41,40_49,New,3,144,16,49,3,49,3,0
4523,AW00015522,Ethan Russell,48,40_49,New,2,144,13,27,2,27,2,0
18074,AW00029073,Melanie Barnes,43,40_49,New,2,147,19,39,2,39,2,0
13064,AW00024063,Micheal Suarez,47,40_49,New,4,150,608,2433,4,2433,4,0
4044,AW00015043,Joel Gonzalez,42,40_49,New,4,143,961,384.6000000000000000,4,3846,4,10
7628,AW00018627,Kristine Gomez,41,40_49,New,4,145,756,432.4285714285714286,4,3027,4,7
15138,AW00026137,Joshua Clark,52,above_50,New,1,143,70,70,1,70,1,0
17411,AW00028410,Cheryl Gill,42,40_49,New,3,150,20,60,3,60,3,0
3457,AW00014456,Benjamin Walker,45,40_49,New,4,145,851,425.7500000000000000,4,3406,4,8
623,AW00011622,Gabriel Allen,46,40_49,New,5,146,26,66.5000000000000000,5,133,5,2
1737,AW00012736,Diana Ruiz,47,40_49,New,5,142,892,405.4545454545454545,5,4460,5,11
510,AW00011509,Roger Harui,61,above_50,New,3,144,65,196,3,196,3,0
16748,AW00027747,Edward Henderson,43,40_49,New,4,140,21,84,4,84,4,0
8052,AW00019051,Taylor Henderson,65,above_50,Regular,4,142,776,141.1363636363636364,4,3105,4,22
10172,AW00021171,Christopher Taylor,46,40_49,New,2,147,18,37,2,37,2,0
8560,AW00019559,Cedric Cai,43,40_49,VIP,3,148,2018,318.7368421052631579,3,6056,3,19
12935,AW00023934,Bonnie Andersen,41,40_49,New,3,138,12,36,3,36,3,0
5779,AW00016778,Blake Hayes,75,above_50,New,4,141,635,2541,4,2541,4,0
913,AW00011912,Rachael Sai,NULL,above_50,VIP,6,141,1349,337.2916666666666667,6,8095,6,24
14826,AW00025825,Tammy Fernandez,47,40_49,New,1,144,5,5,1,5,1,0
8753,AW00019752,Ebony Madan,65,above_50,New,2,139,29,59,2,59,2,0
3115,AW00014114,Chloe Martin,48,40_49,New,2,138,43,86,2,86,2,0
16644,AW00027643,Austin Henderson,58,above_50,New,2,142,27,55,2,55,2,0
